,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_pounds,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,percentage_male,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
432,360,Wynaut,3,Normal,PSYCHIC,,0.6,30.86468,95,23,48,23,48,23,125.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
433,361,Snorunt,3,Normal,ICE,,0.7,37.037616,50,50,50,50,50,50,190.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
434,362,Glalie,3,Normal,ICE,,1.5,565.4850299999999,80,80,80,80,80,80,75.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
435,362,GlalieMega Glalie,3,Normal,ICE,,2.1,772.057924,80,120,80,120,80,100,75.0,50.0%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
436,363,Spheal,3,Normal,ICE,Water,0.8,87.08248999999999,70,40,50,55,50,25,255.0,50.0%,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
437,364,Sealeo,3,Normal,ICE,Water,1.1,193.124712,90,60,70,75,70,45,120.0,50.0%,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
438,365,Walrein,3,Normal,ICE,Water,1.4,332.015772,110,80,90,95,90,65,45.0,50.0%,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
439,366,Clamperl,3,Normal,WATER,,0.4,115.74255,35,64,85,74,55,32,255.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
440,367,Huntail,3,Normal,WATER,,1.7,59.52474,55,104,105,94,75,52,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
441,368,Gorebyss,3,Normal,WATER,,1.8,49.824412,55,84,105,114,75,52,60.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
442,369,Relicanth,3,Normal,WATER,Rock,1.0,51.58810799999999,100,90,130,45,65,55,25.0,87.5%,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
443,370,Luvdisc,3,Normal,WATER,,0.6,19.180194,43,30,55,40,65,97,225.0,25.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
444,371,Bagon,3,Normal,DRAGON,,0.6,92.814502,45,75,60,40,30,50,45.0,50.0%,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
445,372,Shelgon,3,Normal,DRAGON,,1.1,243.61051,65,95,100,60,50,50,45.0,50.0%,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
446,373,Salamence,3,Normal,DRAGON,Flying,1.5,226.194012,95,135,80,110,80,100,45.0,50.0%,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
447,373,SalamenceMega Salamence,3,Normal,DRAGON,Flying,1.8,248.240212,95,145,130,120,90,120,45.0,50.0%,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
448,374,Beldum,3,Normal,STEEL,Psychic,0.6,209.879824,40,55,80,35,60,30,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
449,375,Metang,3,Normal,STEEL,Psychic,1.2,446.43555,60,75,100,55,80,50,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
450,376,Metagross,3,Normal,STEEL,Psychic,1.6,1212.541,80,135,130,95,90,70,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
451,376,MetagrossMega Metagross,3,Normal,STEEL,Psychic,2.5,2078.736198,80,145,150,105,110,110,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
452,377,Regirock,3,Sub Legendary,ROCK,,1.7,507.0626,80,100,200,50,100,50,3.0,0.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
453,378,Regice,3,Sub Legendary,ICE,,1.8,385.8085,80,50,100,100,200,50,3.0,0.0%,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
454,379,Registeel,3,Sub Legendary,STEEL,,1.9,451.9471,80,75,150,75,150,50,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
455,380,Latias,3,Sub Legendary,DRAGON,Psychic,1.4,88.1848,80,80,90,110,130,110,3.0,0.0%,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
456,380,LatiasMega Latias,3,Sub Legendary,DRAGON,Psychic,1.8,114.64024,80,100,120,140,150,110,3.0,0.0%,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
457,381,Latios,3,Sub Legendary,DRAGON,Psychic,2.0,132.2772,80,90,80,130,110,110,3.0,100.0%,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
458,381,LatiosMega Latios,3,Sub Legendary,DRAGON,Psychic,2.3,154.3234,80,130,100,160,120,110,3.0,100.0%,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
459,382,Kyogre,3,Legendary,WATER,,4.5,776.0262399999999,100,100,90,150,140,90,3.0,0.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
460,382,Primal Kyogre,3,Legendary,WATER,,9.8,947.9866,100,150,90,180,160,90,5.0,0.0%,1.0,0.0,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
461,383,Groudon,3,Legendary,GROUND,,3.5,2094.389,100,150,140,100,90,90,3.0,0.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
462,383,Primal Groudon,3,Legendary,GROUND,Fire,5.0,2203.958614,100,180,160,150,90,90,5.0,0.0%,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
463,384,Rayquaza,3,Legendary,DRAGON,Flying,7.0,455.25403,105,150,90,150,90,95,45.0,0.0%,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
464,384,RayquazaMega Rayquaza,3,Legendary,DRAGON,Flying,10.8,864.2110399999999,105,180,100,180,100,115,3.0,0.0%,1.0,0.5,0.5,0.5,0.25,2.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0
465,385,Jirachi,3,Mythical,STEEL,Psychic,0.3,2.425082,100,100,100,100,100,100,3.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
466,386,Deoxys Normal Forme,3,Mythical,PSYCHIC,,1.7,134.04089599999998,50,150,50,150,50,150,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
467,386,Deoxys Attack Forme,3,Mythical,PSYCHIC,,1.7,134.04089599999998,50,180,20,180,20,150,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
468,386,Deoxys Defense Forme,3,Mythical,PSYCHIC,,1.7,134.04089599999998,50,70,160,70,160,90,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
469,386,Deoxys Speed Forme,3,Mythical,PSYCHIC,,1.7,134.04089599999998,50,95,90,95,90,180,3.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
470,387,Turtwig,4,Normal,GRASS,,0.4,22.487124,55,68,64,45,55,31,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
471,388,Grotle,4,Normal,GRASS,,1.1,213.84814,75,89,85,55,65,36,45.0,87.5%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
472,389,Torterra,4,Normal,GRASS,Ground,2.2,683.4322,95,109,105,75,85,56,45.0,87.5%,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
473,390,Chimchar,4,Normal,FIRE,,0.5,13.668644,44,58,44,58,44,61,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
474,391,Monferno,4,Normal,FIRE,Fighting,0.9,48.50164,64,78,52,78,52,81,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
475,392,Infernape,4,Normal,FIRE,Fighting,1.2,121.2541,76,104,71,104,71,108,45.0,87.5%,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
476,393,Piplup,4,Normal,WATER,,0.4,11.464024,53,51,53,61,56,40,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
477,394,Prinplup,4,Normal,WATER,,0.8,50.70625999999999,64,66,68,81,76,50,45.0,87.5%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
478,395,Empoleon,4,Normal,WATER,Steel,1.7,186.29039,84,86,88,111,101,60,45.0,87.5%,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
479,396,Starly,4,Normal,NORMAL,Flying,0.3,4.40924,40,55,30,30,30,60,255.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
480,397,Staravia,4,Normal,NORMAL,Flying,0.6,34.171609999999994,55,75,50,40,40,80,120.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
481,398,Staraptor,4,Normal,NORMAL,Flying,1.2,54.89503799999999,85,120,70,50,60,100,45.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
482,399,Bidoof,4,Normal,NORMAL,,0.5,44.0924,59,45,40,35,40,31,255.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
483,400,Bibarel,4,Normal,NORMAL,Water,1.0,69.44552999999999,79,85,60,55,60,71,127.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
484,401,Kricketot,4,Normal,BUG,,0.3,4.850164,37,25,41,25,41,25,255.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
485,402,Kricketune,4,Normal,BUG,,1.0,56.21780999999999,77,85,51,55,51,65,45.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
486,403,Shinx,4,Normal,ELECTRIC,,0.5,20.94389,45,65,34,40,34,45,235.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
487,404,Luxio,4,Normal,ELECTRIC,,0.9,67.24091,60,85,49,60,49,60,120.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
488,405,Luxray,4,Normal,ELECTRIC,,1.4,92.59404,80,120,79,95,79,70,45.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
489,406,Budew,4,Normal,GRASS,Poison,0.2,2.645544,40,30,35,50,70,55,255.0,50.0%,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
490,407,Roserade,4,Normal,GRASS,Poison,0.9,31.96699,60,70,65,125,105,90,75.0,50.0%,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
491,408,Cranidos,4,Normal,ROCK,,0.9,69.44552999999999,67,125,40,30,30,58,45.0,87.5%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
492,409,Rampardos,4,Normal,ROCK,,1.6,225.97355,97,165,60,65,50,58,45.0,87.5%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
493,410,Shieldon,4,Normal,ROCK,Steel,0.5,125.66334,30,42,118,42,88,30,45.0,87.5%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
494,411,Bastiodon,4,Normal,ROCK,Steel,1.3,329.59069,60,52,168,47,138,30,45.0,87.5%,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
495,412,Burmy,4,Normal,BUG,,0.2,7.495707999999999,40,29,45,29,45,36,120.0,50.0%,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
496,413,Wormadam Plant Cloak,4,Normal,BUG,Grass,0.5,14.33003,60,59,85,79,105,36,45.0,0.0%,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
497,413,Wormadam Sandy Cloak,4,Normal,BUG,Ground,0.5,14.33003,60,79,105,59,85,36,45.0,0.0%,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
498,413,Wormadam Trash Cloak,4,Normal,BUG,Steel,0.5,14.33003,60,69,95,69,95,36,45.0,0.0%,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
499,414,Mothim,4,Normal,BUG,Flying,0.9,51.36764599999999,70,94,50,94,50,66,45.0,100.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
500,415,Combee,4,Normal,BUG,Flying,0.3,12.12541,30,30,42,30,42,70,120.0,87.5%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
501,416,Vespiquen,4,Normal,BUG,Flying,1.2,84.87786999999999,70,80,102,80,102,40,45.0,0.0%,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
502,417,Pachirisu,4,Normal,ELECTRIC,,0.4,8.598018,60,45,70,45,90,95,200.0,50.0%,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
503,418,Buizel,4,Normal,WATER,,0.7,65.03629,55,65,35,60,30,85,190.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
504,419,Floatzel,4,Normal,WATER,,1.1,73.85476999999999,85,105,55,85,50,115,75.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
505,420,Cherubi,4,Normal,GRASS,,0.4,7.275245999999999,45,35,45,62,53,35,190.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
506,421,Cherrim,4,Normal,GRASS,,0.5,20.502966,70,60,70,87,78,85,75.0,50.0%,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
507,422,Shellos,4,Normal,WATER,,0.3,13.889105999999998,76,48,48,57,62,34,190.0,50.0%,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
508,423,Gastrodon,4,Normal,WATER,Ground,0.9,65.91813799999998,111,83,68,92,82,39,75.0,50.0%,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
509,424,Ambipom,4,Normal,NORMAL,,1.2,44.753786,75,100,66,60,66,115,45.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
510,425,Drifloon,4,Normal,GHOST,Flying,0.4,2.645544,90,50,34,60,44,70,125.0,50.0%,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
511,426,Drifblim,4,Normal,GHOST,Flying,1.2,33.0693,150,80,44,90,54,80,60.0,50.0%,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
512,427,Buneary,4,Normal,NORMAL,,0.4,12.12541,55,66,44,44,56,85,190.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,428,Lopunny,4,Normal,NORMAL,,1.2,73.41384599999999,65,76,84,54,96,105,60.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
514,428,LopunnyMega Lopunny,4,Normal,NORMAL,Fighting,1.3,62.39074599999999,65,136,94,54,96,135,60.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
515,429,Mismagius,4,Normal,GHOST,,0.9,9.700328,60,60,60,105,105,105,45.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
516,430,Honchkrow,4,Normal,DARK,Flying,0.9,60.186126,100,125,52,105,52,71,30.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
517,431,Glameow,4,Normal,NORMAL,,0.5,8.598018,49,55,42,42,37,85,190.0,25.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
518,432,Purugly,4,Normal,NORMAL,,1.0,96.56235599999998,71,82,64,64,59,112,75.0,25.0%,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
519,433,Chingling,4,Normal,PSYCHIC,,0.2,1.3227719999999998,45,30,50,65,50,45,120.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
520,434,Stunky,4,Normal,POISON,Dark,0.4,42.328704,63,63,47,41,41,74,225.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
521,435,Skuntank,4,Normal,POISON,Dark,1.0,83.77556,103,93,67,71,61,84,60.0,50.0%,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
522,436,Bronzor,4,Normal,STEEL,Psychic,0.5,133.37950999999998,57,24,86,24,86,23,255.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
523,437,Bronzong,4,Normal,STEEL,Psychic,1.3,412.26394,67,89,116,79,116,33,90.0,0.0%,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
524,438,Bonsly,4,Normal,ROCK,,0.5,33.0693,50,80,95,10,45,10,255.0,50.0%,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
525,439,Mime Jr.,4,Normal,PSYCHIC,Fairy,0.6,28.66006,20,25,45,70,90,60,145.0,50.0%,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
526,440,Happiny,4,Normal,NORMAL,,0.6,53.79272799999999,100,5,5,15,65,30,130.0,0.0%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
527,441,Chatot,4,Normal,NORMAL,Flying,0.5,4.188777999999999,76,65,45,92,42,91,30.0,50.0%,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
528,442,Spiritomb,4,Normal,GHOST,Dark,1.0,238.09896,50,92,108,92,108,35,100.0,50.0%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
529,443,Gible,4,Normal,DRAGON,Ground,0.7,45.19470999999999,58,70,45,40,45,42,45.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
530,444,Gabite,4,Normal,DRAGON,Ground,1.4,123.45872,68,90,65,50,55,82,45.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
531,445,Garchomp,4,Normal,DRAGON,Ground,1.9,209.4389,108,130,95,80,85,102,45.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
532,445,GarchompMega Garchomp,4,Normal,DRAGON,Ground,1.9,209.4389,108,170,115,120,95,92,45.0,50.0%,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
533,446,Munchlax,4,Normal,NORMAL,,0.6,231.4851,135,85,40,40,85,5,50.0,87.5%,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
534,447,Riolu,4,Normal,FIGHTING,,0.7,44.53332399999999,40,70,40,35,40,60,75.0,87.5%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
535,448,Lucario,4,Normal,FIGHTING,Steel,1.2,119.04948,70,110,70,115,70,90,45.0,87.5%,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
536,448,LucarioMega Lucario,4,Normal,FIGHTING,Steel,1.3,126.76565,70,145,88,140,70,112,45.0,87.5%,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
537,449,Hippopotas,4,Normal,GROUND,,0.8,109.12869,68,72,78,38,42,32,140.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
538,450,Hippowdon,4,Normal,GROUND,,2.0,661.386,108,112,118,68,72,47,60.0,50.0%,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
539,451,Skorupi,4,Normal,POISON,Bug,0.8,26.45544,40,50,90,30,55,65,120.0,50.0%,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
